,player_name,pitcher,pitch_type,PitchesThrown,release_speed,pfx_x,pfx_z
946,Jonathan Cannon,686563,FF,46,93.9,-0.7,1.3
947,Jonathan Cannon,686563,SI,51,93.3,-1.3,0.4
948,Jonathan Cannon,686563,ST,36,80.9,1.4,0.2
949,Jordan Hicks,663855,FF,25,97.3,-0.8,1.2
950,Jordan Hicks,663855,FS,20,88.4,-0.8,-0.1
951,Jordan Hicks,663855,SI,153,97.2,-1.4,0.6
952,Jordan Hicks,663855,ST,58,82.6,0.8,0.1
953,Jordan Leasure,673929,FF,55,96.1,-0.3,1.6
954,Jordan Leasure,673929,FS,4,87.5,-0.6,1.3
955,Jordan Leasure,673929,SL,43,87.6,0.6,0.4
956,Jordan Romano,605447,FF,48,94.8,-0.6,1.5
957,Jordan Romano,605447,SL,68,85.5,0.2,-0.1
958,Jorge Alcala,660896,CH,14,90.6,-1.3,1.0
959,Jorge Alcala,660896,CU,15,84.1,0.3,-0.3
960,Jorge Alcala,660896,FF,55,96.9,-0.9,1.5
961,Jorge Alcala,660896,SI,21,96.1,-1.2,1.1
962,Jorge Alcala,660896,SL,21,89.5,0.3,0.5
963,Jorge Lopez,605347,CH,9,86.7,-1.4,0.6
964,Jorge Lopez,605347,CU,17,80.6,0.8,-1.1
965,Jorge Lopez,605347,FF,31,94.2,-0.9,1.2
966,Jorge Lopez,605347,SI,39,94.4,-1.4,0.7
967,Jorge Lopez,605347,SL,24,85.1,0.6,0.2
968,Jose A. Ferrer,678606,CH,31,87.3,1.6,0.1
969,Jose A. Ferrer,678606,SI,86,97.0,1.6,0.6
970,Jose A. Ferrer,678606,SL,18,89.6,0.1,0.5
971,Jose Alvarado,621237,CU,14,85.0,0.1,-0.8
972,Jose Alvarado,621237,FC,47,93.9,-0.1,0.5
973,Jose Alvarado,621237,FF,5,99.8,0.5,1.3
974,Jose Alvarado,621237,SI,100,99.9,1.2,1.1
975,Jose Berrios,621244,CH,57,86.1,-1.3,0.4
976,Jose Berrios,621244,FC,18,89.9,0.1,0.6
977,Jose Berrios,621244,FF,76,93.5,-0.8,1.4
978,Jose Berrios,621244,SI,114,92.8,-1.4,0.9
979,Jose Berrios,621244,SV,94,83.2,1.3,-0.3
980,Jose Butto,676130,CH,12,87.2,-0.8,0.3
981,Jose Butto,676130,FF,31,94.7,-0.4,1.4
982,Jose Butto,676130,SI,25,94.1,-1.3,0.9
983,Jose Butto,676130,SL,44,85.8,0.2,0.0
984,Jose Butto,676130,ST,14,83.5,1.1,-0.4
985,Jose Leclerc,600917,CH,33,86.4,-0.7,1.0
986,Jose Leclerc,600917,CU,7,78.4,1.1,-0.4
987,Jose Leclerc,600917,FC,24,89.3,0.4,0.5
988,Jose Leclerc,600917,FF,64,94.4,-0.1,1.4
989,Jose Leclerc,600917,SI,16,93.7,-1.0,0.8
990,Jose Leclerc,600917,SL,42,80.5,1.0,0.2
991,Jose Quintana,500779,CH,16,85.8,1.2,0.5
992,Jose Quintana,500779,CU,8,78.4,-0.5,-0.5
993,Jose Quintana,500779,FF,9,90.7,0.5,1.3
994,Jose Quintana,500779,SI,40,90.6,1.2,1.0
995,Jose Quintana,500779,SV,7,79.1,-0.8,0.1
996,Jose Ruiz,614179,CH,17,89.1,-1.3,0.6
997,Jose Ruiz,614179,CU,25,85.3,0.1,-0.3
998,Jose Ruiz,614179,FF,38,95.6,-0.5,1.5
999,Jose Ruiz,614179,SI,14,95.2,-1.3,1.1
1000,Jose Soriano,667755,CU,52,84.8,1.1,-0.9
1001,Jose Soriano,667755,FF,6,97.8,-0.6,1.1
1002,Jose Soriano,667755,FS,15,92.3,-0.9,0.1
1003,Jose Soriano,667755,SI,154,96.9,-1.0,0.3
1004,Jose Soriano,667755,SL,29,87.1,0.2,-0.3
1005,Jose Suarez,660761,CH,35,83.3,1.2,0.2
1006,Jose Suarez,660761,CU,1,75.4,-1.4,-0.1
1007,Jose Suarez,660761,FF,57,93.1,0.7,1.5
1008,Jose Suarez,660761,SL,30,83.5,-0.6,0.1
1009,Josh Hader,623352,CH,6,87.7,1.1,0.6
1010,Josh Hader,623352,SI,74,95.0,0.8,1.6
1011,Josh Hader,623352,SL,56,82.5,-0.3,-0.0
1012,Josh Winckowski,670174,CH,17,91.6,-1.6,0.5
1013,Josh Winckowski,670174,FC,26,89.8,0.2,0.3
1014,Josh Winckowski,670174,FF,19,95.0,-0.5,1.3
1015,Josh Winckowski,670174,SI,20,94.7,-1.5,0.8
1016,Josh Winckowski,670174,SL,11,85.2,0.3,-0.2
1017,Julian Merryweather,657240,CH,3,79.5,-0.6,1.4
1018,Julian Merryweather,657240,FF,51,96.1,-0.5,1.4
1019,Julian Merryweather,657240,SL,55,84.8,0.0,-0.2
1020,Justin Lawrence,664875,FF,7,94.5,-1.3,0.7
1021,Justin Lawrence,664875,SI,55,95.0,-1.4,-0.1
1022,Justin Lawrence,664875,ST,66,82.9,1.4,0.4
1023,Justin Martinez,679885,FF,20,100.9,-1.0,1.2
1024,Justin Martinez,679885,FS,25,89.1,-0.8,0.1
1025,Justin Martinez,679885,SI,30,100.5,-1.3,0.7
1026,Justin Martinez,679885,SL,9,92.0,-0.0,0.7
1027,Justin Slaten,686580,CU,9,84.3,0.4,-1.3
1028,Justin Slaten,686580,FC,28,92.4,0.4,0.6
1029,Justin Slaten,686580,FF,26,96.6,-0.3,1.6
1030,Justin Slaten,686580,ST,12,84.8,1.2,-0.0
1031,Justin Steele,657006,CH,11,85.9,1.2,0.8
1032,Justin Steele,657006,CU,19,79.3,-0.9,-0.6
1033,Justin Steele,657006,FF,173,90.8,0.1,1.2
1034,Justin Steele,657006,SI,20,90.7,1.0,0.8
1035,Justin Steele,657006,SL,90,81.7,-1.1,-0.0
1036,Justin Sterner,686993,FC,42,87.0,0.4,0.4
1037,Justin Sterner,686993,FF,94,93.4,-0.7,1.5
1038,Justin Sterner,686993,ST,30,80.6,1.3,0.1
1039,Justin Topa,623437,CH,18,84.9,-1.0,-0.4
1040,Justin Topa,623437,FC,38,90.2,-0.1,0.5
1041,Justin Topa,623437,SI,41,93.4,-1.5,0.0
1042,Justin Topa,623437,ST,32,81.7,1.1,0.3
1043,Justin Verlander,434378,CH,36,85.1,-1.1,0.8
1044,Justin Verlander,434378,CU,36,78.7,0.5,-1.0
1045,Justin Verlander,434378,FF,159,94.5,-0.7,1.6
1046,Justin Verlander,434378,SL,83,87.9,0.3,0.6
1047,Justin Verlander,434378,ST,28,79.2,1.0,-0.3
1048,Justin Wilson,458677,FC,19,91.6,-0.3,1.2
1049,Justin Wilson,458677,FF,52,94.4,0.5,1.6
1050,Justin Wilson,458677,FS,2,84.0,1.0,-0.1
1051,Justin Wilson,458677,SL,27,87.1,-0.2,0.2
1052,Justin Wrobleski,680736,CU,28,79.8,-0.6,-0.8
1053,Justin Wrobleski,680736,FC,3,90.9,0.1,1.0
1054,Justin Wrobleski,680736,FF,40,93.1,0.7,1.5
1055,Justin Wrobleski,680736,SI,4,93.0,1.3,1.0
1056,Justin Wrobleski,680736,SL,12,85.9,-0.3,0.1
1057,Keegan Akin,669211,CH,14,84.1,1.5,0.8
1058,Keegan Akin,669211,FF,77,92.3,1.1,1.4
1059,Keegan Akin,669211,SL,32,83.9,-0.3,0.2
1060,Kenley Jansen,445276,FC,73,92.5,0.2,1.6
1061,Kenley Jansen,445276,SI,7,92.5,-0.6,1.5
1062,Kenley Jansen,445276,SL,7,82.2,0.9,0.1
1063,Kenta Maeda,628317,FC,1,86.3,-0.2,0.4
1064,Kenta Maeda,628317,FF,24,90.2,-0.5,1.2
1065,Kenta Maeda,628317,FS,44,84.6,-0.8,-0.0
1066,Kenta Maeda,628317,SI,8,90.0,-1.3,0.6
1067,Kenta Maeda,628317,SL,8,81.9,0.7,0.4
1068,Kenta Maeda,628317,ST,30,79.9,1.1,0.3
1069,Kevin Gausman,592332,FF,214,94.2,-1.0,1.5
1070,Kevin Gausman,592332,FS,120,86.2,-1.5,0.5
1071,Kevin Gausman,592332,SL,41,84.1,0.1,0.4
1072,Kevin Kelly,687330,FC,6,88.5,-0.1,0.6
1073,Kevin Kelly,687330,FF,4,92.4,-0.9,1.0
1074,Kevin Kelly,687330,SI,40,90.4,-1.5,-0.0
1075,Kevin Kelly,687330,ST,17,77.4,1.5,0.5
1076,Kirby Yates,489446,FF,75,92.4,-1.2,1.2
1077,Kirby Yates,489446,FS,81,85.3,-1.1,-0.1
1078,Kodai Senga,673540,CU,5,70.6,0.5,-0.8
1079,Kodai Senga,673540,FC,57,90.2,-0.1,0.8
1080,Kodai Senga,673540,FF,71,94.8,-0.7,1.4
1081,Kodai Senga,673540,FO,60,82.3,-0.8,-0.0
1082,Kodai Senga,673540,SI,7,89.8,-1.2,0.5
1083,Kodai Senga,673540,SL,14,82.8,0.1,-0.0
1084,Kodai Senga,673540,ST,19,79.5,0.7,-0.2
1085,Kody Funderburk,681892,CH,15,88.3,1.3,-0.2
1086,Kody Funderburk,681892,FC,30,91.0,-0.0,1.0
1087,Kody Funderburk,681892,SI,20,92.4,1.4,0.6
1088,Kody Funderburk,681892,SL,14,80.7,-1.2,-0.3
1089,Kris Bubic,663460,CH,53,85.0,1.0,-0.0
1090,Kris Bubic,663460,FF,131,92.2,0.4,1.6
1091,Kris Bubic,663460,SI,10,91.3,1.2,0.7
1092,Kris Bubic,663460,SL,44,86.0,-0.0,0.2
1093,Kris Bubic,663460,ST,48,82.9,-1.1,-0.4
1094,Kumar Rocker,677958,CH,16,88.1,-1.3,0.5
1095,Kumar Rocker,677958,CU,20,76.6,0.8,-0.9
1096,Kumar Rocker,677958,FC,1,89.7,0.2,0.3
1097,Kumar Rocker,677958,FF,32,95.7,-0.9,1.0
1098,Kumar Rocker,677958,SI,88,95.1,-1.4,0.5
1099,Kumar Rocker,677958,SL,62,84.3,0.1,-0.2
1100,Kyle Finnegan,640448,FF,73,95.9,-0.9,1.5
1101,Kyle Finnegan,640448,FS,49,87.2,-1.0,0.5
1102,Kyle Finnegan,640448,SL,2,83.8,0.2,-0.0
1103,Kyle Freeland,607536,CH,29,86.0,1.0,0.5
1104,Kyle Freeland,607536,CU,48,83.9,-0.2,-0.6
1105,Kyle Freeland,607536,FC,45,88.2,0.0,0.6
1106,Kyle Freeland,607536,FF,53,92.1,0.6,1.4
1107,Kyle Freeland,607536,SI,84,91.7,1.2,0.7
1108,Kyle Freeland,607536,ST,82,84.3,-0.7,-0.2
1109,Kyle Hart,606996,CH,34,83.2,1.5,0.5
1110,Kyle Hart,606996,FF,39,90.2,0.7,1.3
1111,Kyle Hart,606996,SI,39,90.7,1.3,0.8
1112,Kyle Hart,606996,SL,22,86.1,-0.2,0.6
1113,Kyle Hart,606996,ST,59,80.1,-1.3,0.3
1114,Kyle Hendricks,543294,CH,105,79.4,-0.7,0.7
1115,Kyle Hendricks,543294,CU,28,72.4,1.4,-1.0
1116,Kyle Hendricks,543294,FF,52,86.6,-0.4,1.2
1117,Kyle Hendricks,543294,SI,74,86.2,-1.2,0.6
1118,Kyle Leahy,681517,CH,22,89.1,-0.8,0.4
1119,Kyle Leahy,681517,CU,14,82.1,1.0,-1.2
1120,Kyle Leahy,681517,FF,55,94.5,-0.3,1.5
1121,Kyle Leahy,681517,SI,13,94.5,-1.1,1.0
1122,Kyle Leahy,681517,SL,34,89.8,0.4,0.3
1123,Kyle Leahy,681517,ST,24,86.3,1.3,0.4
1124,Kyle Nicolas,693312,CU,6,82.0,0.7,-1.1
1125,Kyle Nicolas,693312,FF,14,96.2,-0.7,1.5
1126,Kyle Nicolas,693312,SL,14,89.2,0.4,-0.0
1127,Lake Bachar,669199,FF,54,93.3,-0.8,1.6
1128,Lake Bachar,669199,FS,11,82.6,-0.9,0.7
1129,Lake Bachar,669199,SL,17,87.9,0.3,0.0
1130,Lake Bachar,669199,ST,56,85.5,0.9,0.0
1131,Landen Roupp,694738,CH,39,87.9,-1.4,-0.1
1132,Landen Roupp,694738,CU,103,77.1,1.6,-0.6
1133,Landen Roupp,694738,FC,20,90.1,-0.1,0.7
1134,Landen Roupp,694738,SI,103,93.3,-1.5,0.4
1135,Landon Knack,689017,CH,38,84.8,-1.2,0.4
1136,Landon Knack,689017,CU,32,80.6,0.7,-1.2
1137,Landon Knack,689017,FF,75,93.3,-0.6,1.7
1138,Landon Knack,689017,SL,19,85.8,0.3,0.2
1139,Logan Allen,671106,CH,51,83.1,0.3,0.4
1140,Logan Allen,671106,FC,29,84.5,-0.5,0.4
1141,Logan Allen,671106,FF,83,90.5,0.6,1.3
1142,Logan Allen,671106,SI,32,88.3,1.1,0.6
1143,Logan Allen,671106,ST,72,78.2,-1.3,0.3
1144,Logan Gilbert,669302,CU,39,83.0,1.1,-0.3
1145,Logan Gilbert,669302,FF,130,95.4,-0.8,1.4
1146,Logan Gilbert,669302,FS,91,82.8,-0.3,-0.1
1147,Logan Gilbert,669302,SI,3,93.9,-1.4,0.9
1148,Logan Gilbert,669302,SL,105,87.9,0.1,0.1
1149,Logan Gillaspie,670810,CH,6,87.0,-1.2,0.5
1150,Logan Gillaspie,670810,CU,10,82.8,0.2,-0.8
1151,Logan Gillaspie,670810,FC,9,91.4,-0.0,0.9
1152,Logan Gillaspie,670810,FF,18,94.0,-0.5,1.3
1153,Logan Gillaspie,670810,SI,1,93.9,-1.3,0.9
1154,Logan Gillaspie,670810,SL,19,85.9,0.2,0.1
1155,Logan VanWey,701121,CH,6,86.2,-1.4,-0.0
1156,Logan VanWey,701121,FC,2,84.6,-0.0,0.3
1157,Logan VanWey,701121,FF,15,93.0,-1.0,1.2
1158,Logan VanWey,701121,SI,4,91.7,-1.4,0.4
1159,Logan VanWey,701121,ST,11,82.6,0.9,0.6
1160,Logan Webb,657277,CH,57,86.8,-0.9,-0.3
1161,Logan Webb,657277,FC,48,90.7,-0.2,0.6
1162,Logan Webb,657277,FF,27,93.1,-0.8,1.0
1163,Logan Webb,657277,SI,144,92.9,-1.4,0.1
1164,Logan Webb,657277,ST,96,84.9,1.2,-0.1
1165,Lou Trivino,642152,CH,29,86.5,-1.4,0.3
1166,Lou Trivino,642152,FC,28,92.1,0.2,0.9
1167,Lou Trivino,642152,FF,18,94.5,-0.7,1.2
1168,Lou Trivino,642152,SI,26,94.9,-1.4,0.8
1169,Lou Trivino,642152,ST,8,81.0,1.5,0.2
1170,Louis Varland,686973,CH,14,91.1,-1.2,0.4
1171,Louis Varland,686973,CU,27,88.9,0.3,-0.4
1172,Louis Varland,686973,FF,56,98.2,-0.6,1.3
1173,Louis Varland,686973,SI,13,97.3,-1.2,1.1
1174,Louis Varland,686973,SL,15,91.2,0.3,0.5
1175,Luarbert Arias,678215,CH,20,83.2,-0.7,0.5
1176,Luarbert Arias,678215,FF,41,93.8,-1.1,1.3
1177,Luarbert Arias,678215,SL,51,82.3,0.5,0.3
1178,Lucas Erceg,668674,CH,16,90.3,-1.5,0.6
1179,Lucas Erceg,668674,FF,44,97.8,-0.9,1.3
1180,Lucas Erceg,668674,SI,21,97.6,-1.3,0.8
1181,Lucas Erceg,668674,SL,15,85.1,0.0,-0.1
1182,Lucas Sims,608371,CU,10,82.2,1.1,-0.6
1183,Lucas Sims,608371,FC,2,89.4,0.3,0.9
1184,Lucas Sims,608371,FF,49,95.3,-0.6,1.5
1185,Lucas Sims,608371,FS,1,86.2,-1.1,0.3
1186,Lucas Sims,608371,SI,9,95.2,-1.2,1.1
1187,Lucas Sims,608371,SL,7,86.2,0.8,0.6
1188,Lucas Sims,608371,ST,69,84.6,1.4,0.3
1189,Luis Castillo,622491,CH,41,87.3,-1.5,0.0
1190,Luis Castillo,622491,FF,179,94.6,-1.1,1.1
1191,Luis Castillo,622491,SI,85,94.6,-1.6,0.4
1192,Luis Castillo,622491,SL,67,84.6,0.0,0.0
1193,Luis Contreras,664351,CH,32,83.8,-1.0,0.7
1194,Luis Contreras,664351,FF,84,91.5,-0.0,1.6
1195,Luis Contreras,664351,SI,2,90.4,-0.9,1.2
1196,Luis Contreras,664351,SL,37,85.6,0.5,0.6
1197,Luis Contreras,664351,ST,17,79.0,1.4,0.2
1198,Luis F. Castillo,622379,CH,22,86.3,-1.4,-0.2
1199,Luis F. Castillo,622379,FF,70,92.3,-1.0,0.8
1200,Luis F. Castillo,622379,SI,34,91.2,-1.5,0.2
1201,Luis F. Castillo,622379,SL,42,80.7,1.1,0.1
1202,Luis Garcia,472610,FC,5,85.2,0.0,0.2
1203,Luis Garcia,472610,FF,3,95.3,-0.6,1.3
1204,Luis Garcia,472610,FS,49,86.6,-0.6,0.2
1205,Luis Garcia,472610,SI,65,95.5,-1.2,0.8
1206,Luis Garcia,472610,SL,20,82.7,0.8,0.2
1207,Luis Garcia,472610,ST,51,81.5,1.1,0.2
1208,Luis L. Ortiz,682847,CH,24,89.2,-1.4,0.1
1209,Luis L. Ortiz,682847,FC,58,90.8,0.1,0.7
1210,Luis L. Ortiz,682847,FF,91,96.0,-1.0,1.1
1211,Luis L. Ortiz,682847,SI,39,94.8,-1.4,0.3
1212,Luis L. Ortiz,682847,SL,59,84.9,0.6,0.0
1213,Luis Peralta,678821,CH,5,86.8,1.1,1.1
1214,Luis Peralta,678821,CU,29,80.9,-0.9,-0.3
1215,Luis Peralta,678821,FF,95,94.3,1.1,1.2
1216,Luis Severino,622663,CH,14,86.2,-1.4,0.4
1217,Luis Severino,622663,FC,43,93.2,0.1,0.7
1218,Luis Severino,622663,FF,112,95.8,-0.5,1.3
1219,Luis Severino,622663,SI,111,95.6,-1.2,1.0
1220,Luis Severino,622663,SL,14,86.7,0.5,0.1
1221,Luis Severino,622663,ST,111,84.9,1.3,0.2
1222,Luke Jackson,592426,CU,19,83.8,0.3,-1.0
1223,Luke Jackson,592426,FF,31,94.5,-0.5,1.5
1224,Luke Jackson,592426,SL,50,87.5,-0.0,-0.5
1225,Luke Weaver,596133,CH,47,86.0,-1.1,0.5
1226,Luke Weaver,596133,FC,27,88.5,0.1,1.2
1227,Luke Weaver,596133,FF,62,93.2,-0.6,1.6
1228,MacKenzie Gore,669022,CH,37,85.7,1.1,0.8
1229,MacKenzie Gore,669022,CU,82,81.8,-0.3,-1.1
1230,MacKenzie Gore,669022,FC,18,89.8,-0.1,0.7
1231,MacKenzie Gore,669022,FF,202,95.5,0.5,1.5
1232,MacKenzie Gore,669022,SL,54,86.3,-0.2,0.1
1233,Manuel Rodriguez,655889,FF,20,96.5,-0.3,1.4
1234,Manuel Rodriguez,655889,SI,46,97.2,-1.1,0.8
1235,Manuel Rodriguez,655889,SL,47,89.4,0.3,-0.1
1236,Marc Church,687847,CH,3,91.3,-1.0,0.8
1237,Marc Church,687847,FF,47,96.1,-0.2,1.5
1238,Marc Church,687847,SL,49,86.7,0.2,0.4
1239,Marcus Stroman,573186,CU,4,77.9,1.1,-0.7
1240,Marcus Stroman,573186,FC,27,88.8,0.0,0.8
1241,Marcus Stroman,573186,FF,19,89.5,-0.4,1.2
1242,Marcus Stroman,573186,FS,16,86.0,-1.2,0.1
1243,Marcus Stroman,573186,SI,72,89.7,-1.1,0.3
1244,Marcus Stroman,573186,SL,22,84.4,0.5,-0.3
1245,Marcus Stroman,573186,SV,41,81.4,1.5,-0.1
1246,Mark Leiter Jr.,643410,CU,28,74.0,0.7,-1.5
1247,Mark Leiter Jr.,643410,FC,3,89.6,0.2,0.4
1248,Mark Leiter Jr.,643410,FS,36,86.2,-0.8,0.6
1249,Mark Leiter Jr.,643410,SI,36,93.6,-1.3,1.2
1250,Mark Leiter Jr.,643410,ST,1,81.3,0.1,-0.5
1251,Martin Perez,527048,CH,81,81.4,1.3,0.9
1252,Martin Perez,527048,CU,16,75.3,-0.6,-0.3
1253,Martin Perez,527048,FC,96,85.3,-0.1,1.0
1254,Martin Perez,527048,FF,8,88.8,0.8,1.3
1255,Martin Perez,527048,SI,65,88.3,1.4,0.9
1256,Mason Englert,669438,CH,41,87.9,-1.0,0.1
1257,Mason Englert,669438,CU,11,79.9,0.9,-0.5
1258,Mason Englert,669438,FC,42,88.4,0.2,0.4
1259,Mason Englert,669438,FF,11,94.3,-0.7,1.4
1260,Mason Englert,669438,SI,27,93.1,-1.2,0.6
1261,Mason Fluharty,689254,FC,49,89.8,-0.3,0.9
1262,Mason Fluharty,689254,ST,24,81.3,-1.4,0.3
1263,Mason Miller,695243,FF,41,100.3,-0.6,1.3
1264,Mason Miller,695243,SL,28,87.0,0.8,-0.1
1265,Mason Montgomery,682254,FF,47,99.3,0.5,1.6
1266,Mason Montgomery,682254,SL,40,89.6,-0.1,0.1
1267,Matt Bowman,621199,FC,42,88.6,0.2,0.7
1268,Matt Bowman,621199,FS,7,85.0,-0.6,0.1
1269,Matt Bowman,621199,SI,50,91.3,-1.5,0.3
1270,Matt Bowman,621199,ST,20,83.0,1.0,0.5
1271,Matt Sauer,669422,CH,1,86.6,-1.1,0.4
1272,Matt Sauer,669422,CU,7,83.4,0.6,-0.5
1273,Matt Sauer,669422,FC,12,91.0,0.4,0.8
1274,Matt Sauer,669422,FF,1,93.4,-0.4,1.1
1275,Matt Sauer,669422,SI,3,94.4,-1.2,1.1
1276,Matt Strahm,621381,CH,6,83.1,0.8,-0.1
1277,Matt Strahm,621381,FC,22,87.3,0.3,1.0
1278,Matt Strahm,621381,FF,59,91.7,1.2,1.4
1279,Matt Strahm,621381,SI,17,92.0,1.4,0.9
1280,Matt Strahm,621381,SL,37,82.1,-0.6,0.5
1281,Matthew Boyd,571510,CH,63,78.9,1.2,0.5
1282,Matthew Boyd,571510,CU,12,73.5,-1.1,-0.7
1283,Matthew Boyd,571510,FF,114,93.1,1.0,1.1
1284,Matthew Boyd,571510,SI,10,91.4,1.4,0.7
1285,Matthew Boyd,571510,SL,76,81.1,-0.3,-0.0
1286,Matthew Liberatore,669461,CH,29,89.1,1.3,0.7
1287,Matthew Liberatore,669461,CU,17,77.9,-0.9,-1.5
1288,Matthew Liberatore,669461,FC,28,89.7,-0.2,0.7
1289,Matthew Liberatore,669461,FF,74,94.2,0.6,1.4
1290,Matthew Liberatore,669461,PO,1,84.5,-0.3,-0.0
1291,Matthew Liberatore,669461,SI,40,94.2,1.1,1.2
1292,Matthew Liberatore,669461,SL,65,86.3,-0.4,-0.1
1293,Max Fried,608331,CH,33,83.6,1.1,0.4
1294,Max Fried,608331,CU,61,75.6,-1.0,-1.5
1295,Max Fried,608331,FC,12,86.9,-0.3,0.5
1296,Max Fried,608331,FF,144,93.7,-0.1,1.0
1297,Max Fried,608331,SI,77,93.3,0.8,0.4
1298,Max Fried,608331,SL,4,82.1,-0.5,-0.4
1299,Max Fried,608331,ST,52,79.8,-1.6,-0.7
1300,Max Kranick,668820,CU,15,78.6,1.1,-0.6
1301,Max Kranick,668820,FF,56,94.9,-0.3,1.5
1302,Max Kranick,668820,SI,1,95.1,-0.7,1.4
1303,Max Kranick,668820,SL,59,89.0,0.2,0.8
1304,Max Kranick,668820,ST,6,81.2,1.2,0.4
1305,Max Meyer,676974,CH,38,88.9,-1.4,0.1
1306,Max Meyer,676974,FF,64,94.9,-0.8,1.3
1307,Max Meyer,676974,SI,37,93.9,-1.3,0.5
1308,Max Meyer,676974,SL,100,89.8,0.2,-0.1
1309,Max Meyer,676974,ST,28,87.0,0.8,-0.3
1310,Max Scherzer,453286,CH,7,83.3,-1.3,0.3
1311,Max Scherzer,453286,CU,6,73.9,1.1,-0.8
1312,Max Scherzer,453286,FC,9,86.4,0.2,0.5
1313,Max Scherzer,453286,FF,19,91.9,-1.0,1.4
1314,Max Scherzer,453286,SL,4,84.0,0.4,0.5
1315,Merrill Kelly,518876,CH,78,87.8,-1.3,0.0
1316,Merrill Kelly,518876,CU,44,81.5,0.8,-0.9
1317,Merrill Kelly,518876,FC,44,90.3,-0.2,1.0
1318,Merrill Kelly,518876,FF,99,91.5,-0.7,1.3
1319,Merrill Kelly,518876,SI,49,92.4,-1.3,0.7
1320,Merrill Kelly,518876,SL,28,86.1,0.2,0.3
1321,Michael Darrell-Hicks,690382,FC,17,87.4,0.3,0.3
1322,Michael Darrell-Hicks,690382,SI,22,94.7,-1.4,0.8
1323,Michael Darrell-Hicks,690382,ST,9,84.0,1.3,0.2
1324,Michael Fulmer,605242,CH,7,89.2,-1.2,0.3
1325,Michael Fulmer,605242,FC,28,88.2,0.5,0.3
1326,Michael Fulmer,605242,FF,13,93.0,-0.2,1.3
1327,Michael Fulmer,605242,SI,6,93.0,-1.2,0.8
1328,Michael Fulmer,605242,ST,9,80.5,1.4,-0.5
1329,Michael King,650633,CH,95,86.7,-1.7,0.4
1330,Michael King,650633,FF,95,93.5,-0.6,1.5
1331,Michael King,650633,SI,88,92.3,-1.6,0.4
1332,Michael King,650633,SL,28,83.8,0.4,-0.1
1333,Michael King,650633,ST,69,82.2,1.2,0.3
1334,Michael Lorenzen,547179,CH,44,83.4,-1.4,0.7
1335,Michael Lorenzen,547179,CU,24,82.2,0.1,-1.1
1336,Michael Lorenzen,547179,FC,43,90.7,-0.1,0.8
1337,Michael Lorenzen,547179,FF,76,93.8,-0.9,1.4
1338,Michael Lorenzen,547179,SI,48,93.3,-1.4,0.8
1339,Michael Lorenzen,547179,SL,9,84.5,0.4,0.2
1340,Michael Lorenzen,547179,ST,27,83.4,0.8,-0.1
1341,Michael Petersen,656848,FC,12,90.6,0.2,0.5
1342,Michael Petersen,656848,FF,19,97.1,-0.8,1.5
1343,Michael Petersen,656848,SI,2,97.2,-1.2,1.2
1344,Michael Soroka,647336,CH,8,84.8,-1.5,1.0
1345,Michael Soroka,647336,FF,45,94.1,-0.7,1.3
1346,Michael Soroka,647336,SI,2,94.0,-1.4,0.8
1347,Michael Soroka,647336,SL,28,80.6,0.9,-0.6
1348,Michael Wacha,608379,CH,102,80.8,-1.0,0.8
1349,Michael Wacha,608379,CU,19,75.4,1.1,-1.0
1350,Michael Wacha,608379,FC,39,87.7,0.2,0.8
1351,Michael Wacha,608379,FF,140,92.9,-0.5,1.5
1352,Michael Wacha,608379,SI,25,93.1,-1.1,1.3
1353,Michael Wacha,608379,SL,23,85.3,0.4,0.3
1354,Miguel Rojas,500743,EP,31,46.1,-0.1,1.4
1355,Miguel Rojas,500743,FF,2,63.6,-0.2,1.3
1356,Mike Clevinger,605182,CH,17,87.5,-1.1,0.8
1357,Mike Clevinger,605182,CU,1,79.0,0.7,-0.8
1358,Mike Clevinger,605182,FC,25,89.4,0.3,0.6
1359,Mike Clevinger,605182,FF,46,93.2,-0.5,1.4
1360,Mike Clevinger,605182,SI,3,90.4,-1.3,1.0
1361,Mike Clevinger,605182,ST,22,78.8,1.5,-0.4
1362,Mike Vasil,678024,CH,28,84.9,-0.9,0.0
1363,Mike Vasil,678024,CU,11,80.5,1.1,-1.0
1364,Mike Vasil,678024,FC,37,85.6,0.1,0.2
1365,Mike Vasil,678024,FF,16,93.3,-0.5,1.0
1366,Mike Vasil,678024,SI,35,93.3,-1.1,0.5
1367,Mike Vasil,678024,ST,12,80.9,1.3,-0.3
1368,Miles Mikolas,571945,CH,28,85.4,-1.3,0.4
1369,Miles Mikolas,571945,CU,27,75.0,0.9,-1.3
1370,Miles Mikolas,571945,FF,54,91.9,-0.6,1.3
1371,Miles Mikolas,571945,SI,54,91.5,-1.3,0.8
1372,Miles Mikolas,571945,SL,74,86.6,0.3,0.6
1373,Miles Mikolas,571945,ST,6,80.0,1.3,-0.1
1374,Mitch Keller,656605,CH,36,88.6,-1.2,0.1
1375,Mitch Keller,656605,CU,29,77.6,1.2,-1.2
1376,Mitch Keller,656605,FC,5,88.4,0.4,0.6
1377,Mitch Keller,656605,FF,151,93.5,-0.7,1.3
1378,Mitch Keller,656605,SI,37,92.2,-1.3,0.8
1379,Mitch Keller,656605,SL,59,86.5,0.5,0.1
